п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"133872";"ООО «ВОСХОД»/ Пекарня Буханка";"г.Москва , Ильменский пр-д, 17к4";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.8609228";"37.5424522";"03.04.2025";"https://durnovcev2000.kaiten.ru/33680755"
"93081";"Аптека ""Планета Здоровья""";"г. Москва, ул. Ключевая д.24/1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.63157349999999";"37.7655176";"03.04.2025";"https://durnovcev2000.kaiten.ru/32511872"
"90919";"Аптека ""Планета Здоровья""";"г.Москва, Борисовские пруды д.21/1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.6357472";"37.7231192";"03.04.2025";"https://durnovcev2000.kaiten.ru/32511808"
"90340";"Мед.центр ""Евроэстетик"", ООО Транссервис";"ул. Кантемировская, д. 16/1";"САО+СЗАО";"Гранит";"Мозговой И.В.";"М";"55.638462";"37.6678221";"03.04.2025";"https://durnovcev2000.kaiten.ru/32511903"
"84099";"ресторан KFC";"г. Москва, ул. Бирюлевская д. 26а";"САО+СЗАО";"Аллигатор";"Певзнер Ю.А.";"М";"55.5946593";"37.6624278";"03.04.2025";"https://durnovcev2000.kaiten.ru/32511842"
"90709";"Аптека ""Планета Здоровья""";"Москва, пр. Нахимовский, д. 40";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.67735500000001";"37.565941";"03.04.2025";"https://durnovcev2000.kaiten.ru/33814797"
"138662";"ООО «ГОРОДСКИЕ РЕШЕНИЯ»/Кладовка ""СКЛАДНО""";"Москва, 1-й Войковский, д. 16, к. 1";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.8167245";"37.4890627";"02.04.2025";"https://durnovcev2000.kaiten.ru/44137842"
"151658";"ООО ""Фанагория-Розничная Сеть"", Магазин «Фанагория» № 147";"Москва г., ул. Фестивальная . д.7";"САО+СЗАО";"Гранит";"Милованова Т.";"КВ";"55.8551014";"37.4744461";"02.04.2025";"https://durnovcev2000.kaiten.ru/33681603"
"137472";"ИП Труфанова Людмила Васильевна/Французская пекарня French Bakery SeDelice";"Москва г, ш Волоколамское, д. 24, к. 1, помещ. 15Н	Москва	Квартал";"САО+СЗАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.8118132";"37.4850259";"02.04.2025";"https://durnovcev2000.kaiten.ru/33685961"
"132464";"ООО ""Планета Здоровья Холдинг"" Аптека Планета Здоровья";"Московская обл, Голубое д., Тверецкий пр-д, дом № 16, корпус 2";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.982043";"37.1001028";"01.04.2025";"https://durnovcev2000.kaiten.ru/33680682"
"136953";"ИП Ташкинова Кадрия Рашитовна/Пекарня «Буханка»";"Московская обл, Одинцовский р-н, Одинцово г, Северная ул, дом № 5, корпус 3";"САО+СЗАО";"Гранит";"Мозговой И.В.";"КВ";"55.6644783";"37.207334";"01.04.2025";"https://durnovcev2000.kaiten.ru/32511878"
"133527";"ИП Юрик Элла Георгиевна / Пекарня Буханка";"МО , г. Одинцово, пос. Новоивановское, б-р Эйнштейна, 1";"САО+СЗАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.7018101";"37.3611094";"01.04.2025";"https://durnovcev2000.kaiten.ru/32511648"
"130592";"ООО «Феникс», Маркет-Гастроном";"г. Москва, Ясный проезд, д. 10";"САО+СЗАО";"Гранит";"Калиниченко А.С.";"КВ";"55.87394699999999";"37.6290936";"01.04.2025";"https://durnovcev2000.kaiten.ru/33668874"
"133216";"Магазин «Выгодный Комиссионный»)";"Московская обл, Солнечногорский р-н, Солнечногорск г, Голубое д, Родниковая ул, дом 4Б";"САО+СЗАО";"Гранит";"Христенко Е.А.";"КВ";"55.98432990000001";"37.1038402";"01.04.2025";"https://durnovcev2000.kaiten.ru/33680711"
"133179";"ООО ""ЗДОРОВЬЕ""/Аптека Планета Здоровья";"Московская обл, Солнечногорский р-н, Солнечногорск г, Голубое д, Парковый бульвар, дом 5";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.97842989999999";"37.096353";"01.04.2025";"https://durnovcev2000.kaiten.ru/33680686"
"91019";"Аптека ""Планета здоровья""";"Зеленоград 1824";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.98252609999999";"37.1676354";"01.04.2025";"https://durnovcev2000.kaiten.ru/33681913"
"90351";"Аптека ""Планета Здоровья""";"МО, г.Раменское, ул.Чугунова 15/1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.574869";"38.208337";"01.04.2025";"https://durnovcev2000.kaiten.ru/32563058"
"90932";"Аптека ""Планета Здоровья""";"МО, Солнечногорский р-н, д. Подолино, ул. Некрасова д. 8";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.9417712";"37.2613601";"01.04.2025";"https://durnovcev2000.kaiten.ru/33681571"
"131993";"ПЛАНЕТА ЗДОРОВЬЯ ХОЛДИНГ ООО";"Зеленоград корп. 2027";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.9746809";"37.1712555";"28.03.2025";"https://durnovcev2000.kaiten.ru/33166321"
"133163";"ООО «Восход»/Пекарня Буханка";"Москва г, Академика Павлова ул, дом 28";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.747235";"37.4068574";"27.03.2025";"https://durnovcev2000.kaiten.ru/33680601"
"133713";"ООО «РАНТЬЕ», Медицинский офис INVITRO";"Москва г, Ярцевская ул, дом 29, корпус 3";"САО+СЗАО";"Гранит";"Мозговой И.В.";"КВ";"55.7431381";"37.4166233";"27.03.2025";"https://durnovcev2000.kaiten.ru/33680868"
"134001";"ООО ""Гастроном Рублевский"" (Гастроном – Гастромаркет ""ЕДА"")";"Москва г, Рублёвское ш, дом 28, корпус 1";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.746679";"37.4212831";"27.03.2025";"https://durnovcev2000.kaiten.ru/33681388"
"151695";"ООО «Система»/Пекарня Буханка";"Москва г, ул Академика Павлова, д. 38, к. 1";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.744186";"37.407698";"27.03.2025";"https://durnovcev2000.kaiten.ru/41019945"
"91039";"ИП Правашинский В В магазин ""Школьная форма, одежда и обувь";"МО г. Королёв ул. Циолковского 10";"САО+СЗАО";"Гранит";"Христенко Е.А.";"КВ";"55.9206972";"37.817027";"27.03.2025";"https://durnovcev2000.kaiten.ru/33668856"
"136027";"ИП Насибулина Юлия Альбертовна (Пекарня ""Буханка"")";"Москва г, Филевская 2-я ул, дом № 7, корпус 6";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.737522";"37.489257";"25.03.2025";"https://durnovcev2000.kaiten.ru/33814762"
"135222";"ООО «ОФ ВАЙТ» (Офис – склад «ОФ ВАЙТ»)";"Московская обл, Люберцы г, Комсомольский пр-кт, дом 16/2";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6907387";"37.9061323";"25.03.2025";"https://durnovcev2000.kaiten.ru/32562221"
"138497";"ИП Невская О.А. Пекарня Буханка";"Москва,бульвар Андрея Тарковского,10";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.6275468";"37.3424116";"25.03.2025";"https://durnovcev2000.kaiten.ru/45262890"
"151680";"ООО «ВКУСНО»/пекарня ""Буханка""";"Москва г, ул Красноказарменная, д. 15 к1";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.755636";"37.705958";"24.03.2025";"https://durnovcev2000.kaiten.ru/40677931"
"7895";"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""ПРАВОСЛАВНЫЙ ПРИХОД ГЕОРГИЕВСКОГО ХРАМА";"Московская обл, Красногорск г, Нефедьево д";"САО+СЗАО";"Технологии Безопасности";"Епуре А.А.";"КВ";"55.8940914";"37.1493176";"23.03.2025";"https://durnovcev2000.kaiten.ru/33679936"
"91256";"Аптека ""Планета Здоровья""";"МО, Котельники, Сосновая 1к2";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.6705672";"37.8549666";"21.03.2025";"https://durnovcev2000.kaiten.ru/32562863"
"22145";"АО «Азиатско-Тихоокеанский Банк» / офис банка";"Москва г, ул Усачёва, д. 10, стр. 1";"САО+СЗАО";"КОМКОН-Безопасность";"Федорчук С.В.";"КВ";"55.7286";"37.5715337";"21.03.2025";"https://durnovcev2000.kaiten.ru/47529241"
"ТО- № 185ТБ";"ТСЖ Фемиле";"Староконюшенный 10/10";"САО+СЗАО";"Технологии Безопасности";"Саилова А.";"М";"55.74370870000001";"37.5950057";"20.03.2025";"https://durnovcev2000.kaiten.ru/32562845"
"130043";"Аптека ""Планета Здоровья"", ООО ""АДЖЕНТА""";"г.Москва, ул. Малая Филевская, д. 18";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.73703270000001";"37.4681885";"20.03.2025";"https://durnovcev2000.kaiten.ru/33682088"
"ТО-1517";"ООО ""Технотек""/РЕГИОН 108  сигарный лаундж Сигар-Нуар";"Москва г, Ленинградский пр-кт, д. 35, стр. 2.";"САО+СЗАО";"Гранит";"Гусев П.И.";"М";"55.78970169999999";"37.551892";"20.03.2025";"https://durnovcev2000.kaiten.ru/33681673"
"134071";"ООО «Аптека Экономия 1»/Аптека «ФармЛенд»";"Ильинское-Усово Архангельская ул, дом № 2";"САО+СЗАО";"Технологии Безопасности";"Гунин В.В.";"КВ";"55.7704967";"37.2203934";"19.03.2025";"https://durnovcev2000.kaiten.ru/43885896"
"131974";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Московская обл, Мытищи г, Астрахова пр-кт, дом 5";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.92785600000001";"37.7285768";"19.03.2025";"https://durnovcev2000.kaiten.ru/33668902"
"130050";"ООО Фанагория-Розничная сеть магазин ""Фаногории""";"Москва, Талалихина, 2/1, кор. 1";"САО+СЗАО";"Гранит";"Озеров С.";"М";"55.738252";"37.673378";"18.03.2025";"https://durnovcev2000.kaiten.ru/33814943"
"136318";"ИП Лауга Сергей Владимирович / гастроном";"Москва г, ул Балтийская, д. 4";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.807488";"37.512828";"18.03.2025";"https://durnovcev2000.kaiten.ru/37118593"
"134545";"ООО «Система»/Пекарня Буханка";"Московская обл, Красногорск г, Молодежная ул, дом 4";"САО+СЗАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.8144088";"37.3540977";"18.03.2025";"https://durnovcev2000.kaiten.ru/33680179"
"1154";"Нотариус";"МО, г.Мытищи, 1-й трудовой переулок д.7";"САО+СЗАО";"Гранит";"Чиграй А.С.";"КВ";"55.88921629999999";"37.7210413";"18.03.2025";"https://durnovcev2000.kaiten.ru/33668942"
"ТО-№ 962ТБ";"ИП Кучерявый А.А./Магазин ""Цветочный Ряд. Водный Стадион """;"Москва г, ш Ленинградское, д. 58, стр. 26";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.842501";"37.484225";"18.03.2025";"https://durnovcev2000.kaiten.ru/37876555"
"91073";"Аптека ""Планета Здоровья""";"Москва, ул. Нижегородская 1а";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.7390477";"37.6753709";"18.03.2025";"https://durnovcev2000.kaiten.ru/33814939"
"90305";"Аптека ""Планета здоровья""";"Химки, ул. Молодёжная, д. 61";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.8894549";"37.40520619999999";"18.03.2025";"https://durnovcev2000.kaiten.ru/33682062"
"39055";"Аптека ""Планета Здоровья""";"Москва ул. Мещанская д. 14";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.7769019";"37.6281784";"18.03.2025";"https://durnovcev2000.kaiten.ru/28045185"
"ЭС/Т-1872";"ИП Куприянов Максим Викторович /Коммерческое помещение";"Москва, ул. Плещеева, дом 3";"САО+СЗАО";"Эсток-Сервис";"Христенко Е.А.";"КВ";"55.8860184";"37.6080467";"18.03.2025";"https://durnovcev2000.kaiten.ru/46419453"
"82517";"ЗАО ""МПО Электромонтаж"" офис";"г. Москва, ул. Долгопрудная, д.11А/1";"САО+СЗАО";"Аллигатор";"Супонников М.С.";"КВ";"55.8933565";"37.5376573";"17.03.2025";"https://durnovcev2000.kaiten.ru/33681252"
"133396";"ООО Вкусно Пекарня Буханка";"Москва г, Пятницкое ш., дом 6";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.8374361";"37.388293";"17.03.2025";"https://durnovcev2000.kaiten.ru/33681165"
"137454";"ООО «СУПЕРМАРКЕТ-1»/Магазин «Гастроном на Астраханском»";"Москва г, пер Астраханский, д. 5";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.7796259";"37.64180959999999";"17.03.2025";"https://durnovcev2000.kaiten.ru/32562095"
"137602";"ИП Гальцов Денис Васильевич / Кофейня ""Surf Coffee""";"Москва г, пер Весковский, д. 3";"САО+СЗАО";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.7808094";"37.5968493";"17.03.2025";"https://durnovcev2000.kaiten.ru/33076863"
"136628";"ООО ""ИНФОРМАЦИОННЫЕ ПОТОКИ""/Кладовка ""СКЛАДНО""";"Москва г, Тимирязевская ул, дом 23";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.814125";"37.5653953";"17.03.2025";"https://durnovcev2000.kaiten.ru/33680009"
"ТО-208ТБ";"Акционерное Общество «Флорида 2000»/ гастроном";"г. Москва, ул. Маршала Василевского д.5 корпус 1, эт подвал пом II ком 1";"САО+СЗАО";"Технологии Безопасности";"Кузнецов М.А.";"КВ";"55.804117";"37.471474";"14.03.2025";"https://durnovcev2000.kaiten.ru/33681114"
"130444";"ИП Дорохина А. А. Цветы";"г. Москва, Дмитровское шоссе, д. 1/1";"САО+СЗАО";"Гранит";"Калиниченко А.С.";"КВ";"55.810734";"37.578424";"14.03.2025";"https://durnovcev2000.kaiten.ru/33680040"
"137557";"ИП Погосян З.С., Пекарня ""Буханка";"МО,Наро-Фоминский г.о.,г.Апрелевка,ул.Цветочная Аллея,15,пом.1,2";"САО+СЗАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.5415";"37.078559";"14.03.2025";"https://durnovcev2000.kaiten.ru/33082853"
"138536";"ООО «Т-СЕГМЕНТ»";". Москва, ул. Руставели, дом 16, корп.1";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.8122132";"37.5988318";"14.03.2025";"https://durnovcev2000.kaiten.ru/43065256"
"131669";"ООО «Доктор Ф» Медицинский центр «Доктор Ф»";"г. Москва, ул. Татьяны Макаровой, д.4";"САО+СЗАО";"Гранит";"Чиграй А.С.";"КВ";"55.71017029999999";"37.8890989";"14.03.2025";"https://durnovcev2000.kaiten.ru/32562273"
"91474";"ИП Данилов Андрей Николаевич (Пекарня «Хлебница»)";"г.Москва, Коровинское шоссе 23/1";"САО+СЗАО";"Гранит";"Рощин С.С.";"КВ";"55.876932";"37.52342700000001";"13.03.2025";"https://durnovcev2000.kaiten.ru/32514760"
"ТО-998";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"Московская обл, Дзержинский г, Поклонная ул, дом 3А, помещение 105";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.632102";"37.847884";"13.03.2025";"https://durnovcev2000.kaiten.ru/32562494"
"39574";"ООО Медок, Клиника «Инвитро»";"г.Москва, ул. Петрозаводская, д. 9/1";"САО+СЗАО";"Гранит";"Моторин А.В.";"КВ";"55.86520299999999";"37.4961886";"13.03.2025";"https://durnovcev2000.kaiten.ru/33680146"
"93376";"Магазин ковров ""Новый стиль""";"г. Москва, ул. Бакунинская 38-42";"САО+СЗАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.7522554";"37.715068";"13.03.2025";"https://durnovcev2000.kaiten.ru/31421613"
"137786";"ООО ""Фанагория Розничная сеть""";"г. Москва ул. Тихвинская д. 7";"САО+СЗАО";"Гранит";"Милованова Т.";"КВ";"55.7870447";"37.600805";"12.03.2025";"https://durnovcev2000.kaiten.ru/35500023"
"51344";"Храм Сергея Радонежского";"МО, г. Долгопрудный, ул. Зеленая, д. 4";"САО+СЗАО";"Гранит";"Калиниченко А.С.";"КВ";"55.919644";"37.521291";"11.03.2025";"https://durnovcev2000.kaiten.ru/33681556"
"130201";"Магазин пива ""Лещь""";"МО, д. Лопатино Солнечный бульвар д.12";"САО+СЗАО";"Гранит";"Гаук Е.М.";"КВ";"55.5319566";"37.6396559";"11.03.2025";"https://durnovcev2000.kaiten.ru/32511106"
"135253";"ООО «АПТЕЧНЫЙ СКЛАД «ПОДМОСКОВЬЕ»";"Москва г, Вольная ул, дом 28/4, корпус 3";"САО+СЗАО";"Гранит";"Кириченко Д.";"КВ";"55.774664";"37.737435";"11.03.2025";"https://durnovcev2000.kaiten.ru/31422603"
"ТО-1455";"ООО ""Дол-М"" Инвитро";"МО, г.Долгопрудный ул. Первомайская, 9/4 пом.6";"САО+СЗАО";"Гранит";"Рощин С.С.";"КВ";"55.931784";"37.520078";"11.03.2025";"https://durnovcev2000.kaiten.ru/33680695"
"137850";"ИП Твердохлеб Владислав Викторович/Кладовка ""СКЛАДНО";"МО, г. Долгопрудный, ул. Московская, д. 56, к. 1";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.960608";"37.524309";"11.03.2025";"https://durnovcev2000.kaiten.ru/34824817"
"134424";"Волобуев Михаил Николаевич/Кладовка ""СКЛАДНО""";"Москва г, Малая Тульская ул., дом 16";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.7078099";"37.6173025";"11.03.2025";"https://durnovcev2000.kaiten.ru/33814929"
"ТО-2361";"Центр Литтера, ИП Гейль Игорь Леонидович";"МО, п. Московский, ул. Никитина 14/1";"САО+СЗАО";"Технологии Безопасности";"-";"КВ";"55.6050923";"37.3663899";"10.03.2025";"https://durnovcev2000.kaiten.ru/32511278"
"151688";"ООО «ВОСХОД»/ Пекарня Буханка";"Москва, проезд 2-й Нагатинский, 2/2, корп. 1";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.67642559999999";"37.641869";"10.03.2025";"https://durnovcev2000.kaiten.ru/40813380"
"133359";"ООО ""Альфа""/ аптека Планета Здоровья";"Московская обл, Люберцы г, Летчика Ларюшина ул 6, корпус 1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.6774938";"37.8653394";"10.03.2025";"https://durnovcev2000.kaiten.ru/32562814"
"138334";"ООО «ВКУСНО»/пекарня ""Буханка""";"п.Отрадное,Пятницкая,10";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.87405949999999";"37.3162075";"10.03.2025";"https://durnovcev2000.kaiten.ru/42492923"
"130118";"ООО ""Парацельс""/Планета Здоровья";"г. Москва, проспект Одоевского д.11";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.599033";"37.51619100000001";"10.03.2025";"https://durnovcev2000.kaiten.ru/33814882"
"ТО-14501";"ООО ""Дол-М""";"г.Долгопрудный, Лихачевское ш14 пом.17";"САО+СЗАО";"Гранит";"Моторин А.В.";"КВ";"55.945564";"37.492320";"09.03.2025";"https://durnovcev2000.kaiten.ru/33681455"
"133156";"ИП Хашиева Тамара Османовна/Кафе Surf Coffee x Highway";"Москва г, Ленинградский пр-кт, дом 66";"САО+СЗАО";"Гранит";"Кузнецов М.А.";"КВ";"55.8027299";"37.5259006";"07.03.2025";"https://durnovcev2000.kaiten.ru/33681358"
"ТО-№ 406ТБ";"ИП Аввакумов Ю.С. (ИП Кулаковская Т.С.) (Кафе ""UP SUSHI"")";"Москва г, Поляны ул, дом № 5А, корпус 1, помещение 21";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.5630103";"37.5562472";"07.03.2025";"https://durnovcev2000.kaiten.ru/32511071"
"136186";"ИП Львов Евгений Александрович, Кладовка ""СКЛАДНО""";"Москва г, Маршала Неделина ул, дом № 34, корпус 1";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.7259069";"37.4120832";"07.03.2025";"https://durnovcev2000.kaiten.ru/33814791"
"90728";"Аптека ""Планета Здоровья""";"Москва, Хорошевское шоссе 12/1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.7749412";"37.5495808";"06.03.2025";"https://durnovcev2000.kaiten.ru/33681775"
"ТО № 454ТБ";"ИП Кривоносов Павел Александрович (Кофейня «Coffeeist»)";"Москва г, Хорошёвский 1-й проезд, дом 16, корпус 1";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.774568";"37.544530";"06.03.2025";"https://durnovcev2000.kaiten.ru/33680759"
"135104";"ИП Ботерашвили Дебора Шалвовна (Аптека24)";"Москва г, Ходынский б-р, дом № 2";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.7853311";"37.533854";"06.03.2025";"https://durnovcev2000.kaiten.ru/34879699"
"131881";"ООО ""Аджента""/ аптека Планета Здоровья";"Москва г, Туристская ул, дом № 13, корпус 2";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.8536284";"37.4210115";"06.03.2025";"https://durnovcev2000.kaiten.ru/33681343"
"ТО-1188";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"Москва г, Яна Райниса б-р, дом 2, корпус 1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.851098";"37.4346279";"06.03.2025";"https://durnovcev2000.kaiten.ru/33681101"
"133111";"ИП Данилов Андрей Николаевич (Пекарня «Хлебница»)";"Москва г, Халтуринская ул, дом 17";"САО+СЗАО";"Гранит";"Рощин С.С.";"КВ";"55.803332";"37.724220";"06.03.2025";"https://durnovcev2000.kaiten.ru/31422470"
"85269";"ГБУДО г. Москвы ""МГОДШИ Кусково""";"Москва, 1-я Владимирская, д.29, корп.1";"САО+СЗАО";"Аллигатор";"-";"КВ";"55.7517445";"37.8884512";"05.03.2025";"https://durnovcev2000.kaiten.ru/31421911"
"ТО-2236";"ООО ""ОСТЕОДОНТИКС ГРУПП"", Стоматологическая клиника";"г.Москва, ул.1812 года, д.9";"САО+СЗАО";"Технологии Безопасности";"Супонников М.С.";"КВ";"55.73894170000001";"37.5210339";"05.03.2025";"https://durnovcev2000.kaiten.ru/33681407"
"39135";"ООО Магазин Авоська два";"Москва, Рублевское щоссе 99 корп 1";"САО+СЗАО";"Аллигатор";"Певзнер Ю.А.";"КВ";"55.7512949";"37.4083592";"05.03.2025";"https://durnovcev2000.kaiten.ru/33680867"
"133879";"ООО ФАТОШКА/Салон красоты";"Москва г, Фонвизина ул, дом 4";"САО+СЗАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.8192809";"37.5827281";"04.03.2025";"https://durnovcev2000.kaiten.ru/33668908"
"133038";"ИП Шелухина Н. С.";"Москва г, Новоалексеевская ул, дом 16, корпус 3";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.807717";"37.6477846";"04.03.2025";"https://durnovcev2000.kaiten.ru/33668800"
"134589";"ВКУСНО ООО /Пекарня Буханка";"Московская обл, Котельники г, Строителей ул, дом № 5";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.6532044";"37.8613222";"04.03.2025";"https://durnovcev2000.kaiten.ru/32562736"
"134889";"ООО «Группа Здоровья»/Офис CMD медицинские анализы";"МО , Ленинский район, сел.пос. Булатниковское, деревня Дрожжино, Новое шоссе д.13, помещение 3";"САО+СЗАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.5270166";"37.5901822";"03.03.2025";"https://durnovcev2000.kaiten.ru/32510996"
"131185";"ООО ""скупка"" (магазин ""Скупка"")";"МО, г. Лобня, ул. Ленина, д. 19, корп. 1";"САО+СЗАО";"Гранит";"Супонников М.С.";"КВ";"56.01183649999999";"37.4791827";"03.03.2025";"https://durnovcev2000.kaiten.ru/33680262"
"133869";"ИП Василевский Дмитрий Игоревич/Мой лобмард";"Московская обл, Лобня г, Ленина ул, дом 19, корпус 1";"САО+СЗАО";"Технологии Безопасности";"Михно С.С.";"КВ";"56.01183649999999";"37.4791827";"03.03.2025";"https://durnovcev2000.kaiten.ru/33680473"
"137221";"ООО ""Истра""";"Лобня, Крупская, 18Б";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"56.0126583";"37.4808735";"03.03.2025";"https://durnovcev2000.kaiten.ru/40158834"
"138283";"ИП Усманова Яна Владиславовна,студия красоты YOU";"рп Дрожжино, Новое шоссе, д. 11, к. 1";"САО+СЗАО";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.5280111";" ";"03.03.2025";"https://durnovcev2000.kaiten.ru/42910617"
"131770";"ООО ""Здравник"", Аптека Планета Здоровья";"Московская обл, Балашиха г, Андрея Белого ул , дом № 1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.7507288";"37.8147651";"01.03.2025";"https://durnovcev2000.kaiten.ru/31417747"
"133702";"ИП Яровой Максим Витальевич/Гостевой дом «ВЕСНА»";"МО, Люберцы. СНТ Зелёная Зона д. 273";"САО+СЗАО";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.69877229999999";"37.9177438";"28.02.2025";"https://durnovcev2000.kaiten.ru/32562471"
"83184";"ЗАО ""МПО Электромонтаж"" офис и склад";"г. Москва, Планерная, д.6/2";"САО+СЗАО";"Аллигатор";"Тарашкевич Д.В.";"КВ";"55.860027";"37.435965";"28.02.2025";"https://durnovcev2000.kaiten.ru/33680883"
"93079";"Аптека ""Планета Здоровья""";"г. Москва, Каширское шоссе, д.106, корп. А";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.6112709";"37.716451";"28.02.2025";"https://durnovcev2000.kaiten.ru/32511674"
"138733";"ООО «Ваш ломбард на северо-востоке», Ломбард";"Москва, пр-кт Лермонтовский, д. 10, к. 1";"САО+СЗАО";"Эсток-Сервис";"Михно С.С.";"КВ";"55.7008622";"37.8513858";"28.02.2025";"https://durnovcev2000.kaiten.ru/46421712"
"134474";"ООО Аэросистемы /Магазин";"г. Москва, ш. Хорошёвское, д. 36А, пом. 6/1";"САО+СЗАО";"Гранит";"Кириченко Д.";"КВ";"55.775692";"37.53858900000001";"26.02.2025";"https://durnovcev2000.kaiten.ru/33680784"
"136368";"ООО ""ОЛИМП"" /Аптека Планета Здоровья";"Московская обл, Балашиха г, 1 Мая мкр., дом 25, помещение 8";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.743663";"37.8325048";"26.02.2025";"https://durnovcev2000.kaiten.ru/31417912"
"№ 963 ТБ";"ООО «АБСОЛЮТ»/(ООО «АБСОЛЮТ»)";"Московская обл, г Ногинск, пер Аптечный, д. 12";"САО+СЗАО";"Технологии Безопасности";"Максимов М.Ю.";"КВ";"55.8784004";"38.4687413";"26.02.2025";"https://durnovcev2000.kaiten.ru/37649722"
