п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"138641";"ИП Плотников Андрей Алексеевич, Кладовка ""СКЛАДНО""";"Москва набережная Космодамианская, д. 36";"ЦАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.73910189999999";"37.6439317";"07.02.2025";"https://durnovcev2000.kaiten.ru/43604352"
"151702";"ИП Кулицкая Н.Г./ Пекарня «Буханка»";"г Красногорск, бульвар Павшинский, д. 30";"ЦАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.811516";"37.366777";"07.02.2025";"https://durnovcev2000.kaiten.ru/41183042"
"133260";"ООО «Арктик»/ аптека Планета Здоровья";"Москва г, Ясеневая ул, дом 12, корпус 5, помещение 4Н";"ЦАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.602632";"37.7329116";"06.02.2025";"https://durnovcev2000.kaiten.ru/32511280"
"93129";"Аптека ""Планета Здоровья""";"МО. г. Дубна, пр-т Боголюбова д.15";"ЦАО";"Гранит";"Пряшников Д.Ю.";"КВ";"56.7372976";"37.1656963";"06.02.2025";"https://durnovcev2000.kaiten.ru/33681500"
"138164";"ИП Гаврилова Юнона Валерьевна/Кладовка ""СКЛАДНО""";"Москва г, Сальвадора Дали ул., д. 1, к. 2";"ЦАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.58847309999999";"37.4444145";"06.02.2025";"https://durnovcev2000.kaiten.ru/40603960"
"№ 856ТБ";"ИП Кяримов Ариф Мустафа Оглы, Французская Пекарня""Френч Баккери Седелис""";"Москва г, ул Новослободская, д. 10/9, стр. 1";"ЦАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.7805328";"37.6002778";"05.02.2025";"https://durnovcev2000.kaiten.ru/33076867"
"131983";"Аптека ""Планета здоровья""";"Москва г, Народного Ополчения ул, дом № 22, корпус 1";"ЦАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.7824218";"37.4822852";"05.02.2025";"https://durnovcev2000.kaiten.ru/33681371"
"138215";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Лопатино, Солнечный бульвар, д.13";"ЦАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.53108599999999";"37.6415839";"05.02.2025";"https://durnovcev2000.kaiten.ru/40810913"
"138657";"ИП МАКЕЕВА ИРИНА ЛЕОНИДОВНА / Магазин «ETERIA COSMO»";"Москва г, ул Тверская, д. 25/12";"ЦАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.76753";"37.59976";"05.02.2025";"https://durnovcev2000.kaiten.ru/37119231"
"132806";"ООО «Восход»/Пекарня Буханка";"Москва г, ул Мневники дом   5";"ЦАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.77278";"37.4971419";"05.02.2025";"https://durnovcev2000.kaiten.ru/33129767"
"134025";"Цветы 24/ИП Мусаев";"Москва, Ленинградское шоссе 13к1";"ЦАО";"Гранит";"Калиниченко А.С.";"КВ";"55.8082195";"37.5059039";"04.02.2025";"https://durnovcev2000.kaiten.ru/33681205"
"№ 1072ТБ";"ООО ""ТОТАЛМЕД""/Медицинские анализы";"Балашиха, ул Ляхова д. 5";"ЦАО";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.748366";"37.988972";"04.02.2025";"https://durnovcev2000.kaiten.ru/44937643"
"39589";"Инвитро";"Долгопрудный, Лихачевское шоссе 6/4 нп. 1";"ЦАО";"Гранит";"Моторин А.В.";"КВ";"55.939771";"37.492671";"03.02.2025";"https://durnovcev2000.kaiten.ru/33681463"
"137996";"ООО ""Персона Мед"", офисное здание";"Москва г, ул Бауманская, д. 36";"ЦАО";"Технологии Безопасности";"Гунин В.В.";"М";"55.7718366";"37.6785134";"03.02.2025";"https://durnovcev2000.kaiten.ru/37876348"
"ТО- № 907ТБ";"ООО «Бизнес Проект» / Салон красоты";"Москва г, улица Садовая-Черногрязская, д. 3Б, подъезд 7";"ЦАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.76744830000001";"37.6530862";"03.02.2025";"https://durnovcev2000.kaiten.ru/34747978"
"ТО- № 946ТБ";"ООО «9 бар» (Short talk кафе)";"Москва г, ул Садовая-Кудринская, д. 32, стр. 2";"ЦАО";"Технологии Безопасности";"Сафин М.С.";"КВ";"55.7652656";"37.5904527";"03.02.2025";"https://durnovcev2000.kaiten.ru/35898129"
"151703";"ООО «Система»/Пекарня Буханка";"Химки, ул. Генерала Дьяконова, д. 9";"ЦАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.8940553";"37.44394870000001";"03.02.2025";"https://durnovcev2000.kaiten.ru/40842937"
"4872";"ГБУК ""Московский театр ""На досках""";"Колобковский 2-ой пер., д.9/2, стр.4";"ЦАО";"Аллигатор";"Ахметвалиева В.М.";"КВ";"55.769666";"37.617123";"31.01.2025";"https://durnovcev2000.kaiten.ru/32562218"
"83794";"магазин ""Яндекс""";"г. Москва, ул. Тимура Фрунзе д. 11 с. 13";"ЦАО";"Аллигатор";"-";"КВ";"55.73480259999999";"37.5881103";"31.01.2025";"https://durnovcev2000.kaiten.ru/32562359"
"151699";"ООО «ВКУСНО»/пекарня ""Буханка""";"Москва  проезд Сигнальный, д. 16, к. 1";"ЦАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.8499983";"37.5999842";"31.01.2025";"https://durnovcev2000.kaiten.ru/40837206"
"151696";"ООО «ВКУСНО»/пекарня ""Буханка""";"Москва г, ул Маргелова, д. 3, к. 2";"ЦАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.77709979999999";"37.5417898";"30.01.2025";"https://durnovcev2000.kaiten.ru/40834592"
"138661";"ИП Невская О.А. Пекарня Буханка";"Москва, ул Вольная, д. 28/4, к. 2";"ЦАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.775591";"37.737794";"30.01.2025";"https://durnovcev2000.kaiten.ru/44934473"
"ТО-181ТБ";"Нотариус Аксючиц И.В. /офис";"Москва г, Народная ул, дом 12";"ЦАО";"Технологии Безопасности";"Епуре А.А.";"М";"55.7381988";"37.6503941";"29.01.2025";"https://durnovcev2000.kaiten.ru/32562962"
"1672";"ООО ЙОКО И КО / магазин одежды «Unique Fabric»";"Москва г, ул Земляной Вал, д. 42/20";"ЦАО";"Технологии Безопасности";"Супонников М.С.";"КВ";"55.7545435";"37.6562729";"29.01.2025";"https://durnovcev2000.kaiten.ru/space/307074/boards/card/33084669"
"131510";"ИП Горовой Егор Юрьевич (СушиWok)";"МО, Одинцовский р-н, Раздоры д, Липовой Рощи ул, д.1, кор.1";"ЦАО";"Гранит";"Калиниченко А.С.";"КВ";"55.799173";"37.378207";"29.01.2025";"https://durnovcev2000.kaiten.ru/33680130"
"130150";"ИП Макарова М А Салон Красоты ""Top Nails""";"Москва, ул. Берёзовая аллея, 17 к. 2";"ЦАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.8497093";"37.6210878";"29.01.2025";"https://durnovcev2000.kaiten.ru/40469694"
"137466";"Юрьева Елизавета Адольфовна (Детский центр развития Содружество Самозанятых Специалистов Развития «СССР - Территория роста»)";"Московская обл, г.о. Красногорск, г Красногорск, б-р Красногорский, д. 50, помещ. 2";"ЦАО";"Технологии Безопасности";"Хорзов С.В.";"КВ";"55.8263799";"37.3761818";"29.01.2025";"https://durnovcev2000.kaiten.ru/33680535"
"91112";"ИП Ковалев бар ""Steak and Beer""";"г. Москва, ул. Сергея Макеева 4";"ЦАО";"Гранит";"Рощин С.С.";"КВ";"55.7590901";"37.5506469";"28.01.2025";"#32562476"
"ТО-1501";"ИП Кулагина Ирина Евгеньевна/(Кулинария)";"Москва г, Зоологическая ул, дом 4";"ЦАО";"Технологии Безопасности";"Кузнецов М.А.";"КВ";"55.7653598";"37.5819675";"28.01.2025";"#32562526"
"ТО-336ТБ";"ИП Оруджов Джейхун Машади Оглы, кофейня SeDelice (French Bakery)";"Москва г, Пресненская наб, дом 10, строение 2";"ЦАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.7475792";"37.534438";"28.01.2025";"https://durnovcev2000.kaiten.ru/32562625"
"83827";"ООО Регул (массажный салон Вай Тай";"Москва, Краснохолмаская наб. 13, стр. 1";"ЦАО";"Аллигатор";"Супонников М.С.";"КВ";"55.73547139999999";"37.6515734";"28.01.2025";"https://durnovcev2000.kaiten.ru/33814787"
"19392";"Тату-салон ""Дракон"" (ИП Цыпкина?)";"Москва Арбат 20";"ЦАО";"Гранит";"Супонников М.С.";"КВ";"55.7502163";"37.5934269";"27.01.2025";"#32562486"
"1304";"ИП Долгова Лидия Васильевна /(магазин)";"Москва г, Смоленская наб, дом 2";"ЦАО";"Технологии Безопасности";"Епуре А.А.";"КВ";"55.7471362";"37.5767489";"27.01.2025";"#32510831"
"1137";"ИП Сидоренко Елена Сергеевна (салона красоты «Монэ»)";"Москва г, Таганская ул, дом № 29, строение 1";"ЦАО";"Технологии Безопасности";"Ахметвалиева В.М.";"КВ";"55.7400175";"37.6629419";"27.01.2025";"https://durnovcev2000.kaiten.ru/33814843"
"ТО455ТБ";"ИП Гусейнови Нурлан /Французская Пекарня French Bakery";"Москва г, Сретенский б-р, дом 6/1, строение 2";"ЦАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.7653614";"37.6350211";"24.01.2025";"#28044829"
"136913";"ООО «ТПП «Никитские ворота» / офис";"Москва г, Никитская Б. ул, дом № 31";"ЦАО";"Технологии Безопасности";"Супонников М.С.";"КВ";"55.756903";"37.596022";"24.01.2025";"#32562266"
"136375";"ООО ДАЧА ПОЕЗД/ресторан Брюсов";"Москва г, Никитская Б. ул, дом 14, строение 6";"ЦАО";"Технологии Безопасности";"Певзнер Ю.А.";"КВ";"55.756675";"37.605760";"24.01.2025";"#32562782"
"ТО-1795";"ИП Марджанян Феликс Артурович (Пекарня МаМан)";"Москва ул. Автозаводская д. 13/1";"ЦАО";"Технологии Безопасности";"Сергеев С.В.";"КВ";"55.7038498";"37.6347307";"24.01.2025";"https://durnovcev2000.kaiten.ru/33814792"
"ТО№460-ТБ";"ИП Красавин М.З.барбершоп «Гудбарбер";"Москва г, Автозаводский 2-й проезд, дом 5";"ЦАО";"Технологии Безопасности";"Епуре А.А.";"КВ";"55.7059631";"37.660024";"24.01.2025";"#32562621"
"138620";"ИП Богомолов Сергей Викторович/Нежилые помещения";"Москва, ул. Новопесчаная, д. 5";"ЦАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.80151799999999";"37.5173085";"24.01.2025";"https://durnovcev2000.kaiten.ru/44125615"
"93252";"Стоматология ООО «Медлайн»";"г. Москва, Новотушинский проезд, д. 10/1";"ЦАО";"Гранит";"Сергеев С.В.";"КВ";"55.8395143";"37.3793285";"23.01.2025";"https://durnovcev2000.kaiten.ru/33680165"
"134883";"ООО «НИКА ЕФАРМ»/Аптека ""apteka.ru""";"Москва г, Архитектора Щусева ул, дом 1";"ЦАО";"Гранит";"Мозговой И.В.";"КВ";"55.6997643";"37.6370168";"16.01.2025";"#32562520"
"130116";"Магазин Русалют";"МО, Химки, Ленинградское шоссе, 5, к САО,";"ЦАО";"Гранит";"Михно С.С.";"КВ";"55.8871462";"37.4359203";"16.01.2025";"https://durnovcev2000.kaiten.ru/33680554"
"134774";"ООО «Система»/Пекарня Буханка";"Москва г, Тюменский проезд, дом 3, строение 2";"ЦАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7506306";"37.71732590000001";"10.12.2024";"https://durnovcev2000.kaiten.ru/31423023"
"ТО-2826";"ИП Гришаева Ирина Павловна";"Москва г, Милашенкова ул, дом 7, корпус 1";"ЦАО";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.8235632";"37.58542509999999";"05.12.2024";"https://durnovcev2000.kaiten.ru/33668784"
"90620";"ООО""Ретрейдинг"" офис";"Москва, Шлюзовая набережная., д. 4";"ЦАО";"Гранит";"Ситоленко Ю.В.";"КВ";"55.7315458";"37.6443953";"04.12.2024";"https://durnovcev2000.kaiten.ru/33814783"
"№ 572ТБ";"ИП Подгребельная Евгения Витальевна /(Детский сад ""Бэби-клуб"")";"Москва г, Старопетровский проезд, дом 8";"ЦАО";"Технологии Безопасности";"Гунин В.В.";"КВ";"55.82315639999999";"37.5053698";"02.12.2024";"#33679949"
"ТО-№ 337ТББ";"ИП Иванов Евгений Валерьеви/""Империя пицца""";"Москва г, Молодогвардейская ул, дом № 54, строение 5";"ЦАО";"Технологии Безопасности";"Чиграй А.С.";"М";"55.7339252";"37.4104922";"28.11.2024";"#33681697"
"134884";"ООО «Русассистанс» (склад)";"Москва г, Подольских Курсантов ул, дом 3, строение 6";"ЦАО";"Технологии Безопасности";"Мигуль И.";"КВ";"55.6115928";"37.6169239";"02.11.2024";"https://durnovcev2000.kaiten.ru/32511300"
"1248/65762";"Филиал Московский ООО КК Кубань Кредит";"Москва пер Вспольный 5 стр 2 22.04.2024";"ЦАО";"-";"-";"М";"55.7602078";"37.5870334";"27.05.2024";"-"
"№ 699 ТБ";"ИП Тадевосян Оганнес Акобович/Химчистка и ремонт обуви";"Москва Серафимовича ул, дом № 2";"ЦАО";"Технологии Безопасности";"Моторин А.В.";"КВ";"55.7446863";"37.6132332";"24.05.2024";"#32562261"
"ТО-1790";"ИП Гладких Ольга Викторовна Салон красоты ""МОНЕ""";"Москва Новинский бульвар д.13";"ЦАО";"Аллигатор";"Супонников М.С.";"КВ";"55.75383";"37.582859";"22.05.2024";"#32562372"
"№41448";"Институт репродуктивной медицины ""REMEDI""";"Москва Шмитовский проезд, д. 3, стр. 1";"ЦАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.7582278";"37.5555547";"13.05.2024";"-
